id,prompt_id,request_ordinal,prompt_hash,prompt_char_len,prompt_token_len,vllm_request_id,workload,run_name,experiment,source_dataset,split,method,k,ngram_lookup_min,ngram_lookup_max,temperature,max_prompt_tokens,num_turns,num_turns_completed,seed,draft_model,eagle3_model,n_output_tokens,latency_s,tokens_per_sec,acceptance_rate,accepted_tokens_per_verifier_pass,draft_tokens,accepted_tokens_total,acceptance_metrics_source,rollback_frequency,verifier_utilization,mean_entropy,repetition_density,acceptance_volatility,accepted_per_draft,accept_rate_pos_0,accept_rate_pos_1,accept_rate_pos_2,accept_rate_pos_3,ttft_s,itl_s,prefill_time_s,decode_time_s,tpot_s,e2e_latency_engine_s,prefix_cache_hit_rate,prompt_cache_frac,kv_cache_usage_perc,flops_per_gpu,read_bytes_per_gpu,rejected_tokens,rejection_rate,first_rejection_pos,rejection_concentration,rejection_severity,acceptance_decay_slope,entropy_w0_mean,entropy_w1_mean,entropy_w2_mean,entropy_trend,entropy_range,high_entropy_frac,entropy_bucket,oracle_k_estimated,oracle_expected_tokens,oracle_k_vs_k4_gain,summary_path
code_gen_00176,code_gen_00176,10,372d3c5b6ca79c255e96864c672aabe81ee43c85,88,17,10,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,6.890949754044414,74.30035311163003,0.7861842105263158,14.9375,608.0,478.0,real,0.0,0.0625,0.0606566773033756,0.9256360078277888,2.220446049250313e-16,12.578947368421051,0.9736842105263158,0.9736842105263158,0.9473684210526316,0.8947368421052632,,,,,,,,,,,,130.0,0.2138157894736842,,0.1233881535099411,0.0263157894736841,-0.0263931888544891,0.1372248720029177,0.0264254166695985,0.0188120331686081,-0.0003671819548818,1.5054333835830056,0.05078125,low,16,6.802017749754218,3.1784900757799543,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_01066,code_gen_01066,11,56caf0e36804407fb90a45a99c6a4649a8e867b3,111,22,11,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,15.511746166739613,33.00724460653139,0.3081896551724138,13.40625,1392.0,429.0,real,0.0,0.0625,0.3073148519236394,0.6692759295499021,5.551115123125783e-17,4.931034482758621,0.7931034482758621,0.6206896551724138,0.5057471264367817,0.4827586206896552,,,,,,,,,,,,963.0,0.6918103448275862,3.0,0.195917961828946,0.2068965517241379,-0.0392663962136578,0.2748759839676083,0.1478735396882452,0.4969638672291178,0.000433210336764,1.5899697815974476,0.279296875,medium,16,1.728758180426621,0.0742290753043286,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00813,code_gen_00813,12,360410dcb9834b52065f78addc2509930126c150,59,13,12,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,10.185171348042786,50.26915920254866,0.515625,14.4375,896.0,462.0,real,0.0,0.0625,0.1646053980166508,0.5264187866927593,0.0,8.25,0.8571428571428571,0.7678571428571429,0.6785714285714286,0.5892857142857143,,,,,,,,,,,,434.0,0.484375,6.0,0.1331637387345951,0.1428571428571429,-0.024579831932773,0.2829111629693301,0.1309328603015527,0.0809562780725299,-0.0005962493497963,1.568444142969987,0.134765625,medium,16,2.4890686302724623,0.263970363925107,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00876,code_gen_00876,13,6af69a5c826315b504dffe9c530eb13e1223a049,56,12,13,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,9.151022059377285,55.95003450738496,0.5808823529411765,14.8125,816.0,474.0,real,0.0,0.0625,0.1324362154006547,0.4853228962818003,1.1102230246251563e-16,9.294117647058824,0.9215686274509804,0.803921568627451,0.7254901960784313,0.6862745098039216,,,,,,,,,,,,342.0,0.4191176470588235,9.0,0.1331448711327555,0.0784313725490196,-0.0259515570934255,0.3684192368132289,0.0292741977958478,0.0011596418697217,-0.0010341222015691,1.5555154700392535,0.119140625,low,16,3.0829525700135,0.5141540967678417,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00107,code_gen_00107,14,a2018642286d4e587bc4af5c1a82afb5c1db8de5,54,11,14,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,18.948789426125582,27.0201957753608,0.2399764150943396,12.71875,1696.0,407.0,real,0.0,0.0625,0.3148089485284544,0.3757338551859099,5.551115123125783e-17,3.839622641509434,0.7547169811320755,0.5660377358490566,0.4339622641509434,0.3396226415094339,,,,,,,,,,,,1289.0,0.7600235849056604,2.0,0.1871092924047354,0.2452830188679244,-0.0351137624861265,0.3908437553650539,0.2911003353125466,0.2630911990196313,-0.0005349961468013,1.5709401062904849,0.27734375,medium,16,1.4498633403075507,0.0195981891716439,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00481,code_gen_00481,15,a5e5af21ba654890f922a80e7cbdd127a313c238,82,17,15,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,26.02304547512904,19.67486858866434,0.15625,11.40625,2336.0,365.0,real,0.0,0.0625,0.208134470711797,0.3757338551859099,0.0,2.5,0.6438356164383562,0.4726027397260274,0.3082191780821918,0.2191780821917808,,,,,,,,,,,,1971.0,0.84375,1.0,0.1720735996275384,0.3561643835616438,-0.0308319903303787,0.3159978361883146,0.0968281110704028,0.2115374300608028,-0.0003593872260841,1.5949076744259003,0.181640625,medium,16,1.0666407322315998,0.0041866791795108,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00694,code_gen_00694,16,3cb7df6ede16a23053d833933ba587ea086acd86,63,15,16,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,12.897452540230006,39.6977618954564,0.3845486111111111,13.84375,1152.0,443.0,real,0.0,0.0625,0.2311826658783852,0.8082191780821918,1.1102230246251563e-16,6.152777777777778,0.7083333333333334,0.5972222222222222,0.5,0.4444444444444444,,,,,,,,,,,,709.0,0.6154513888888888,3.0,0.1474545099802074,0.2916666666666666,-0.028860294117647,0.5149955384695117,0.1057891336977229,0.0746054108215312,-0.0012655074132285,1.5844465340566116,0.193359375,medium,16,1.50182158801777,0.064932441927235,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00733,code_gen_00733,17,a1459ca9b6a98195999da320c2bccd71daef31ab,90,19,17,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,19.558474482037127,26.177910780834697,0.2305045871559633,12.5625,1744.0,402.0,real,0.0,0.0625,0.1876506409942764,0.3033268101761252,5.551115123125783e-17,3.688073394495413,0.7706422018348624,0.6238532110091743,0.4770642201834862,0.3577981651376147,,,,,,,,,,,,1342.0,0.7694954128440367,2.0,0.2140996999257368,0.2293577981651375,-0.0416891527253103,0.2907105515457164,0.1768466260075767,0.0964674884012192,-0.0006693417860128,1.5316082832732378,0.15625,medium,16,1.5914861258182682,0.0286557627902317,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00477,code_gen_00477,18,48241b755c06ae30e22d5d34f9d306a7b7294781,79,14,18,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,9.992135780863464,51.24029649202343,0.5352272727272728,14.71875,880.0,471.0,real,0.0,0.0625,0.1871609574756559,0.8512720156555773,0.0,8.563636363636364,0.8545454545454545,0.7272727272727273,0.6363636363636364,0.5636363636363636,,,,,,,,,,,,409.0,0.4647727272727273,10.0,0.118699695739269,0.1454545454545455,-0.0235026737967914,0.4670085223939836,0.0872449396046951,0.0093216377195373,-0.0013167629141946,1.590510435593521,0.154296875,medium,16,2.368632702528485,0.2741937980820674,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00004,code_gen_00004,19,9daa8bb3199da65ada78429d3691331fd7eb6810,81,15,19,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,33.80900756502524,15.143893207017824,0.1053664921465968,10.0625,3056.0,322.0,real,0.0,0.0625,0.3229631654735904,0.3424657534246575,1.3877787807814457e-17,1.6858638743455496,0.5445026178010471,0.3246073298429319,0.2041884816753926,0.1465968586387434,,,,,,,,,,,,2734.0,0.8946335078534031,1.0,0.1399957682812108,0.4554973821989528,-0.0235448105943948,0.3688229159463269,0.2710466824746169,0.3289494708774291,-0.0002944042669311,1.587214793257264,0.294921875,medium,16,0.7632272593589589,0.0005941673807057,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00027,code_gen_00027,20,89b59a8a5d42dad138b0a1fbb3aba5cb6a1cf728,46,12,20,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,23.231978768948466,22.038587633539507,0.1850775193798449,11.9375,2064.0,382.0,real,0.0,0.0625,0.317186116493188,0.4207436399217221,5.551115123125783e-17,2.9612403100775198,0.6589147286821705,0.4651162790697674,0.3488372093023256,0.2790697674418604,,,,,,,,,,,,1682.0,0.814922480620155,1.0,0.173097386074433,0.3410852713178295,-0.0333561331509347,0.4121044449431753,0.2836991408271572,0.256469081764859,-0.0003189939700712,1.5993125004395092,0.2890625,medium,16,1.1110717417725535,0.0089411995151951,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00402,code_gen_00402,21,d29aa48a720e697d278be7613b6da590fbcbb957,66,14,21,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,8.79732344392687,58.19951980433926,0.6041666666666666,14.5,768.0,464.0,real,0.0,0.0625,0.1344004431971208,0.8180039138943248,0.0,9.666666666666666,0.9166666666666666,0.8125,0.7708333333333334,0.7291666666666666,,,,,,,,,,,,304.0,0.3958333333333333,12.0,0.1350154312168304,0.0833333333333333,-0.0275735294117647,0.1892453885398583,0.1382834471652209,0.0763553770178045,-0.0003917455866376,1.3716741458869652,0.111328125,low,16,3.342813317661859,0.6886226890449612,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00541,code_gen_00541,22,25d750c6a80d6ed5af91ed721ec52a0eb7886682,453,167,22,code_gen,code_gen,fixed_baseline_cap50,openai/openai_humaneval,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,11.234353676903991,45.57449540266735,0.46875,14.53125,992.0,465.0,real,0.0,0.0625,0.040932331127459,0.5107632093933464,0.0,7.5,0.8064516129032258,0.6612903225806451,0.5483870967741935,0.532258064516129,,,,,,,,,,,,527.0,0.53125,5.0,0.1180382856350021,0.1935483870967742,-0.0222248576850094,0.0692647199794502,0.0004232532385924,0.0529674307569287,-1.1281466355269514e-05,1.2854328317356014,0.03125,low,16,1.9351097085315183,0.1472442999484979,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00910,code_gen_00910,23,741c06dd20e1b53699f8b0def0d9921e69c21882,89,16,23,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,9.894077318254858,51.74813007124426,0.5204545454545455,14.3125,880.0,458.0,real,0.0,0.0625,0.1986749130494617,0.4735812133072407,0.0,8.327272727272728,0.8363636363636363,0.6909090909090909,0.6,0.5818181818181818,,,,,,,,,,,,422.0,0.4795454545454545,8.0,0.110572327774274,0.1636363636363637,-0.0211764705882352,0.4501281818069471,0.1275310406110659,0.0204621376178032,-0.0012009644291246,1.5420253893917826,0.1640625,medium,16,2.190135324452248,0.2274870900420302,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00415,code_gen_00415,24,1e1d6778f32fc64471bf89b52c44d22472a36f74,567,153,24,code_gen,code_gen,fixed_baseline_cap50,openai/openai_humaneval,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,9.13113482389599,56.07189137763103,0.57625,14.40625,800.0,461.0,real,0.0,0.0625,0.096928666478962,0.7534246575342466,0.0,9.22,0.94,0.8,0.78,0.74,,,,,,,,,,,,339.0,0.42375,9.0,0.1505355024570616,0.06,-0.029735294117647,0.1048586192291998,0.0861245670903635,0.0997693928075743,-1.9355310911304948e-05,1.532954146982155,0.078125,low,16,3.290030925198164,0.5774165251981644,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00252,code_gen_00252,25,b2f5b4973ff7b4b81ba2f68ee74bf5c7b5685310,172,48,25,code_gen,code_gen,fixed_baseline_cap50,openai/openai_humaneval,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,6.165291391778737,83.04554764155013,0.9090909090909092,15.0,528.0,480.0,real,0.0,0.0625,0.0186635258250879,0.3581213307240704,3.3306690738754696e-16,14.545454545454543,1.0,1.0,0.9696969696969696,0.9393939393939394,,,,,,,,,,,,48.0,0.0909090909090909,,0.0441738779912522,0.0,-0.0081105169340463,0.0547552076682872,0.0008318664754782,0.000615829174447,-0.0001812538069717,1.3169915434938806,0.013671875,low,16,9.605006617806495,5.724382191727523,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
code_gen_00022,code_gen_00022,26,c9f51abc8e13f65e1ae754f4afb29a39519870c2,67,13,26,code_gen,code_gen,fixed_baseline_cap50,google-research-datasets/mbpp,test,draft_sd,16,1,4,0.0,0,1,1,42,Qwen/Qwen2.5-1.5B-Instruct,,512,13.032865677028894,39.28529708569212,0.3987676056338028,14.15625,1136.0,453.0,real,0.0,0.0625,0.2775103341375363,0.3992172211350293,1.1102230246251563e-16,6.380281690140845,0.8309859154929577,0.7464788732394366,0.5915492957746479,0.4788732394366197,,,,,,,,,,,,683.0,0.6012323943661971,3.0,0.1757545829498943,0.1690140845070422,-0.0341963545981772,0.3806323719305959,0.4264035843328235,0.0284254564746353,-0.0011453368380291,1.5434536807692705,0.23046875,medium,16,2.1198359870151235,0.1258700624468118,results/apexp_block/config_large_500/evaluation/paper_cap50/fixed_baseline_runs/fixed_baseline_cap50/code_gen/draft_sd/k16_temp0.0_draft_Qwen2.5_1.5B_Instruct/summary.csv
